City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
621,Sira,IN,72.21,overcast clouds,13.7453,76.9092,RR Regency Sira
624,Najran,SA,72.25,overcast clouds,17.4924,44.1277,محمد هادي ال فطيح
625,Banjar,ID,83.17,broken clouds,-8.19,114.9675,The Hamsa Resort
626,Mompos,CO,78.1,broken clouds,9.2419,-74.4267,Hotel Villa de Mompox
628,Douglas,US,83.28,clear sky,41.3,-96.167,Hilton Garden Inn Omaha West
630,Ono,JP,81.91,overcast clouds,34.85,134.9333,オーラ 小野店
631,Baruun-Urt,MN,66.33,broken clouds,46.6806,113.2792,Ахмадын амралт сувилал
635,Pontian Kecil,MY,80.92,overcast clouds,1.4801,103.3899,SUNFLOWER EXPRESS HOTEL
636,Praya,CV,75.74,clear sky,14.9215,-23.5087,LT Aparthotel
637,Ternate,ID,82.42,broken clouds,0.8,127.4,Sahid Bela Ternate Hotel
638,Novobataysk,RU,70.81,clear sky,46.8981,39.7819,Zagorodnyi dom
639,Labuhan,ID,81.97,broken clouds,-6.8844,112.2051,DoubleFAG
642,Tarapur,IN,79.0,light rain,19.85,72.7,Vasantshrushti Farm
643,Mandera,KE,74.5,overcast clouds,3.9366,41.867,Red Sea Resort & Suites Mandera County
645,Vercheres,CA,69.3,clear sky,45.7834,-73.3492,Motel Derfal
648,Carauari,BR,73.08,broken clouds,-4.8828,-66.8958,Hotel Fellip
649,Hohhot,CN,75.49,clear sky,40.8106,111.6522,Sheraton Hohhot Hotel
650,Manggar,ID,79.72,overcast clouds,-2.8833,108.2667,Guest Hotel
651,Lincoln,US,84.11,clear sky,40.8,-96.667,Courtyard by Marriott Lincoln Downtown/Haymarket
654,Columbia,US,82.04,clear sky,34.0007,-81.0348,Hampton Inn Columbia-Downtown Historic District
655,Tukrah,LY,74.86,clear sky,32.5341,20.5791,Lagrota restaurant
656,Cabedelo,BR,74.07,few clouds,-6.9811,-34.8339,Pousada Camboinha
657,Bom Jesus,BR,71.51,scattered clouds,-9.0744,-44.3586,Hotel Brasão & Floricultura Bella Flor
658,Yenotayevka,RU,76.62,overcast clouds,47.2456,47.0281,Hotel Voyage
659,Tamandare,BR,74.79,few clouds,-8.7597,-35.1047,Pousada 100 Passos
660,Khalabat,PK,80.38,moderate rain,34.06,72.8894,Markazi JamiA MasjaD Anora
661,Ambilobe,MG,67.24,clear sky,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
665,Shingu,JP,83.97,broken clouds,33.7333,135.9833,Shingu UI Hotel
667,Ikom,NG,71.78,overcast clouds,5.9667,8.7063,Ebenezer Beim excellence hotel
668,Luanda,AO,71.6,broken clouds,-8.8368,13.2343,EPIC SANA Luanda
669,Wamba,NG,71.94,moderate rain,8.9333,8.6,Roma Zee Guest House Annex
670,Kvarkeno,RU,69.89,scattered clouds,52.0833,59.725,"Ooo ""Kvarkeno"""
671,Roma,US,69.64,overcast clouds,43.2128,-75.4557,Wingate By Wyndham Rome
673,Tual,ID,78.85,moderate rain,-5.6667,132.75,Grand Vilia Hotel
677,Cap Malheureux,MU,68.47,overcast clouds,-19.9842,57.6142,Pereybere Hotel & Spa
679,Dakar,SN,80.73,broken clouds,14.6937,-17.4441,Novotel Dakar
684,Xining,CN,67.44,few clouds,36.6167,101.7667,Super Leisure Hotel
687,Thesprotikon,GR,65.23,clear sky,39.25,20.7847,TO KASTRI
690,Torquay,GB,66.69,overcast clouds,50.4638,-3.5143,The Grand Hotel
691,Midyat,TR,76.93,clear sky,37.4247,41.3393,Hotel Kasr-i Nehroz
692,Solnechnyy,RU,66.07,overcast clouds,50.7214,136.6319,Hotel complex Pastoral
694,Makakilo City,US,84.52,overcast clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
695,Yafran,LY,68.29,clear sky,32.0633,12.5286,بيوت الشباب بيفرن
698,Cockburn Town,TC,81.63,few clouds,21.4612,-71.1419,Osprey Beach Hotel
699,Namuac,PH,83.1,heavy intensity rain,18.6109,121.1657,Mlin Hotel
700,Berberati,CF,69.35,overcast clouds,4.2612,15.7922,MAIRIE DE BERBERATI
701,Indiaroba,BR,70.97,broken clouds,-11.5192,-37.5117,Pura Vida Bahia
